relevant	tweet	tags
1	linux x86 64 tcp 5600 bind shellcode packetstorm	PRO VER O O O VUL VUL O
1	oracle linux 6 7 unbreakable enterprise kernel elsa-2016-3651	ORG PRO VER VER O PRO O ID
1	microsoft power point 2016 java payload code execution	ORG PRO PRO PRO PRO O VUL VUL
1	threatmeter vuln sap afaria multiple sql injection vulnerabilities	O O ORG O VUL VUL VUL VUL
1	threatmeter openstack cinder 7.0.2 denial of service vulnerability	O PRO O VER VUL VUL VUL VUL
1	threatmeter vuln openstack oslo.middleware cve-2017-2592 information disclosure vulnerability	O O PRO O ID VUL VUL VUL
1	threatmeter apache tomcat 6.0.x lt 6.0.48 7.0.x lt 7.0.73 8.0.x lt 8.0.39 8.5.x lt 8.5.8 multiple vulnerabiliti	O PRO PRO VER O VER VER O VER VER O VER VER O VER O O
1	linux kernel execute code bypass a restriction or similar vulnerability linux kernel execute code bypass a restr	PRO PRO VUL VUL VUL VUL VUL VUL VUL VUL PRO PRO VUL VUL O O O
1	cve-2016-5207 in blink in google chrome prior to 55.0.2883.75 for mac windows and linux and 55.0.2883.84 for and	ID O O O ORG PRO VER VER VER O O PRO O PRO O VER O O
1	oracle java se 7u121 8u112 libraries unknown vulnerability cve-2016-5549	ORG PRO PRO VER VER O VUL VUL ID
1	threatmeter ubuntu linux up to 15.04 overlayfs privilege escalation	O PRO PRO VER VER VER O VUL VUL
1	threatmeter cve-2015-8967 arch arm64 kernel sys.c in the linux kernel before 4.0 allows local users to bypass the	O ID O O O O O O PRO PRO O VER VUL VUL VUL VUL VUL O
1	threatmeter oracle linux 6 7 unbreakable enterprise kernel elsa-2017-3509	O ORG PRO VER VER O PRO O ID
1	remote code execution rce attacks on apache struts imperva	VUL VUL VUL VUL VUL O PRO PRO O
1	sap netweaver as java 7.4 icman denial of service	ORG PRO O PRO VER O VUL VUL VUL
1	vuln linux kernel lapic.c local denial of service vulnerability	O PRO PRO O VUL VUL VUL VUL VUL
1	vuln linux kernel lapic.c local denial of service vulnerability	O PRO PRO O VUL VUL VUL VUL VUL
1	threatmeter oracle jrockit r28.3.12 multiple vulnerabilities january 2017 cpu	O ORG PRO O VUL VUL O O O
1	trojan transforms linux devices into proxies for malicious traffic	O O PRO O O O O O O
1	bugtraq novel contributions to the field how i broke mysql s code-base part 2 cve-2016-5541 mysql cluster remote 0day	O O O O O O O O O PRO O O O O ID PRO PRO O O
1	threatmeter oracle java se 7u121 8u112 libraries unknown vulnerability cve-2016-5549	O ORG PRO PRO VER VER O VUL VUL ID
1	citrix provisioning services up to 7.11 kernel memory information disclosure	PRO O O VER VER VER O O VUL VUL
1	threatmeter splunk enterprise up to 6.4.3 web injection privilege escalation	O PRO PRO VER VER VER O VUL VUL VUL
1	threatmeter linux kernel up to 4.8.11 kvm out-of-bounds buffer overflow	O PRO PRO VER VER VER O VUL VUL VUL
1	mcafee virusscan enterprise for linux lt 2.0.3 multiple vulnerabilities sb10181	PRO PRO PRO O PRO O VER VUL VUL O
1	vuln red hat ceph cve-2016-8626 remote denial of service vulnerability	O ORG ORG O ID VUL VUL VUL VUL VUL
1	webapps sap netweaver as java bc-bmt-bpm-dsk xml external entity injection	O ORG PRO O PRO O VUL VUL VUL VUL
1	threatmeter sap netweaver as java 7.4 myservlet denial of service	O ORG PRO O PRO VER O VUL VUL VUL
1	threatmeter vuln sap netweaver as java getuseruddielements sql injection vulnerability	O O ORG PRO O PRO O VUL VUL VUL
1	vuln sap netweaver as java getuseruddielements sql injection vulnerability bugtraq	O ORG PRO O PRO O VUL VUL VUL O
1	threatmeter vuln retired oracle java se cve-2016-2183 remote security vulnerability	O O O ORG PRO PRO ID VUL VUL VUL
1	oracle openjdk runtime environment build 1.8.0 112-b15 denial of service	ORG PRO PRO PRO O VER O VUL VUL VUL
1	san francisco transit ransomware attacker likely used year-old java exploit	O O O O O O O O PRO O
1	na cve-2016-9678 use-after-free vulnerability in citrix use-after-free vulnerability in citrix provisioning	O ID VUL VUL O PRO VUL VUL O PRO O
1	mcafee virusscan enterprise for linux lt 2.0.3 multiple vulnerabilities sb10181 nessus	PRO PRO PRO O PRO O VER VUL VUL O O
1	oracle mysql cluster 7.2.25 7.3.14 7.4.12 cluster ndbapi denial of service	ORG PRO PRO VER VER VER O O VUL VUL VUL
1	mcafee virusscan enterprise for linux security flaws gives attackers root access	PRO PRO PRO O PRO O O VUL VUL VUL VUL
1	webapps sap netweaver as java bc-bmt-bpm-dsk xml external entity injection exploitdb	O ORG PRO O PRO O VUL VUL VUL VUL O
1	threatmeter linux kernel 4.8.2 denial of service overflow memory corruption vulnerability	O PRO PRO VER VUL VUL VUL VUL VUL VUL VUL
1	threatmeter cve-2016-9678 use-after-free vulnerability in citrix provisioning services before 7.12 allows attacke	O ID VUL VUL O PRO O O O VER O O
1	threatmeter mysql enterprise monitor 3.2.x lt 3.2.2.1075 multiple vulnerabilities january 2017 cpu	O PRO PRO O VER O VER VUL VUL O O O
1	threatmeter mcafee virusscan enterprise for linux security flaws gives attackers root access	O PRO PRO PRO O PRO O O VUL VUL VUL VUL
1	0daytoday linux x86 64 execve bin sh shellcode 22 bytes shellcode 0day exploit	O PRO VER O O O O O O O O O O
1	threatmeter 0daytoday microsoft internet explorer jscript9 java script stack walker memory corruption ms15	O O ORG PRO PRO O PRO O O O VUL VUL O
1	threatmeter remote microsoft internet explorer jscript9 java script stack walker memory corruption ms15-05	O O ORG PRO PRO O PRO O O O VUL VUL ID
1	security alert a17-01-04 multiple vulnerabilities in oracle java and oracle products january 2017	O O ID VUL VUL O ORG PRO O ORG O O O
1	vuln linux kernel cve-2016-6130 local information disclosure vulnerability vulnerable suse linux enterprise wo	O PRO PRO ID VUL VUL VUL VUL O PRO PRO PRO O
1	dos oracle openjdk runtime environment 1.8.0 112-b15 java serialization denial of service exploitdb	O ORG PRO PRO PRO VER O PRO VUL VUL VUL VUL O
1	vuln linux kernel cve-2016-9754 local integer overflow vulnerability vulnerable linux kernel 4.2.3 linux kerne	O PRO PRO ID VUL VUL VUL VUL O PRO PRO VER PRO O
1	vuln oracle java se and jrockit cve-2016-5547 remote security vulnerability vulnerable oracle jrockit r28.3.12	O ORG PRO PRO O PRO ID VUL VUL VUL O ORG PRO O
1	oracle glassfish server 2.1.1.x lt 2.1.1.30 3.0.1.x lt 3.0.1.15 3.1.2.x lt 3.1.2.16 multiple vulnerabilities jan	ORG PRO PRO VER O VER VER O VER VER O VER VUL VUL O
1	na cve-2016-7456 vmware vsphere data protection vdp 5.5.x vmware vsphere data protection vdp 5.5.x thou	O ID PRO PRO PRO PRO PRO VER PRO PRO PRO PRO PRO VER O
1	vuln linux kernel cve-2016-9806 local denial of service vulnerability vulnerable oracle enterprise linux 6.2 o	O PRO PRO ID VUL VUL VUL VUL VUL O ORG PRO PRO VER O
1	redhat jboss enterprise application platform 4.0.0 denial of service execute code vulnerability redhat jboss ent	ORG PRO PRO PRO PRO VER VUL VUL VUL VUL VUL VUL ORG PRO O
1	adobe flash player 11.2.202.632 linux denial of service execute code overflow memory corruption vulnerability ad	ORG PRO PRO VER PRO VUL VUL VUL VUL VUL VUL VUL VUL VUL O
1	vuln red hat openshift enterprise cve-2016-9592 denial of service vulnerability red hat openshift enterprise cve	O ORG ORG PRO PRO ID VUL VUL VUL VUL ORG ORG PRO PRO O
1	linux kernel 4.4.32 denial of service obtain information vulnerability linux kernel 4.4.32 denial of service obt	PRO PRO VER VUL VUL VUL VUL VUL VUL PRO PRO VER VUL VUL VUL O
1	cve-2016-3044 the linux kernel component in ibm powerkvm 2.1 before 2.1.1.3-65.10 and 3.1 before 3.1.0.2 allows gu	ID O PRO PRO O O ORG O VER O VER O VER O VER O O
1	threatmeter cve-2016-9562 sap netweaver as java 7.4 allows remote attackers to cause a denial of service null po	O ID ORG PRO O PRO VER O VUL VUL O O O VUL VUL VUL O O
1	threatmeter vuln linux kernel scsi arcmsr driver cve-2016-7425 local heap buffer overflow vulnerability	O O PRO PRO O O O ID VUL VUL VUL VUL VUL
1	vuln linux kernel scsi arcmsr driver cve-2016-7425 local heap buffer overflow vulnerability bugtraq	O PRO PRO O O O ID VUL VUL VUL VUL VUL O
1	threatmeter linux kernel up to 4.8.6 security keys big key.c denial of service	O PRO PRO VER VER VER O O O O VUL VUL VUL
1	threatmeter scientific linux security update thunderbird on sl5.x sl6.x sl7.x i386 x86 64	O O PRO O O O O VER VER VER O VER O
1	linux kernel packet set ring race condition lets local users obtain root privileges	PRO PRO O O O VUL VUL O VUL VUL VUL VUL VUL
1	0daytoday linux kernel 2.6.x pipe.c privilege escalation exploit cve-2009-3547 remote exploits 0day exploit	O PRO PRO VER O VUL VUL O ID O O O O
1	vuln open vswitch cve-2016-2074 multiple buffer overflow vulnerabilities vulnerable redhat openstack 7.0 redha	O O O ID VUL VUL VUL VUL O ORG PRO VER O
1	threatmeter vuln linux kernel path openat function use after free memory corruption vulnerability	O O PRO PRO O O O VUL VUL VUL VUL VUL VUL
1	vuln linux kernel path openat function use after free memory corruption vulnerability bugtraq	O PRO PRO O O O VUL VUL VUL VUL VUL VUL O
1	cve-2017-3423 vulnerability in the oracle one-to-one fulfillment component of oracle e-business suite subcomponen	ID O O O ORG PRO PRO O O ORG PRO PRO O
1	cve-2017-3428 vulnerability in the oracle one-to-one fulfillment component of oracle e-business suite subcomponen	ID O O O ORG PRO PRO O O ORG PRO PRO O
1	cve-2017-3421 vulnerability in the oracle one-to-one fulfillment component of oracle e-business suite subcomponen	ID O O O ORG PRO PRO O O ORG PRO PRO O
1	bugtraq security bulletin hpsbux03665 rev.3 hp-ux tomcat-based servlet engine remote denial of bugtraq	O O O O O O PRO PRO PRO O O O O
1	oracle flexcube universal banking up to 12.2.0 unknown vulnerability	ORG PRO O O VER VER VER VUL VUL
1	oracle mysql server up to 5.7.16 encryption unknown vulnerability	ORG PRO PRO VER VER VER VUL VUL VUL
1	linux kernel 2.6.32-642 3.16.0-4 inode integer overflow poc cxsecurity	PRO PRO VER VER O VUL VUL O O
1	threatmeter scientific linux security update tomcat on sl7.x noarch	O O PRO O O PRO O VER O
1	suse sled12 sles12 security update gstreamer-0 10-plugins-base suse-su-2017 0242-1	PRO PRO PRO O O O O ID ID
1	threatmeter suse sled12 security update gstreamer-0 10-plugins-bad suse-su-2017 0027-1	O PRO PRO O O O O ID ID
1	threatmeter suse sled12 security update gstreamer-0 10-plugins-good suse-su-2017 0210-1	O PRO PRO O O O O ID ID
1	threatmeter suse sled12 security update gstreamer-0 10-plugins-good suse-su-2017 0210-1	O PRO PRO O O O O ID ID
1	threatmeter suse sled12 security update gstreamer-0 10-plugins-good suse-su-2017 0210-1	O PRO PRO O O O O ID ID
1	threatmeter suse sled12 security update gstreamer-0 10-plugins-good suse-su-2017 0237-1	O PRO PRO O O O O ID ID
1	erpscan-16-037 sap netweaver as java p4 information disclosure fulldisclosure	ID ORG PRO O PRO O VUL VUL O
1	oracle flexcube core banking 5.1.0 5.2.0 11.5.0 unknown vulnerability	ORG PRO O O VER VER VER VUL VUL
1	oracle mysql server 5.5.53 5.6.34 5.7.16 myisam unknown vulnerability	ORG PRO PRO VER VER VER O VUL VUL
1	oracle mysql server 5.5.53 5.6.34 5.7.16 packaging unknown vulnerability	ORG PRO PRO VER VER VER O VUL VUL
1	sap netweaver as java p4 mspruntimeinterface information disclosure packetstorm	ORG PRO O PRO O O VUL VUL O
1	sap netweaver as java 7.5 bc-bmt-bpm-dsk bpemuwlconn privilege escalation	ORG PRO O PRO VER O O VUL VUL
1	threatmeter linux kernel dirty cow ptrace pokedata privilege escalation	O PRO PRO VUL VUL O O VUL VUL
1	threatmeter linux kernel dirty cow ptrace pokedata privilege escalation	O PRO PRO VUL VUL O O VUL VUL
1	vuln linux kernel ip tunnel.c local integer overflow vulnerability	O PRO PRO O O VUL VUL VUL VUL
1	vuln linux kernel ip tunnel.c local integer overflow vulnerability	O PRO PRO O O VUL VUL VUL VUL
1	vuln linux kernel ip tunnel.c local integer overflow vulnerability	O PRO PRO O O VUL VUL VUL VUL
1	vuln linux kernel vfio driver cve-2016-9084 integer overflow vulnerability	O PRO PRO O O ID VUL VUL VUL
1	vuln linux kernel mm memory.c local code execution vulnerability	O PRO PRO O O VUL VUL VUL VUL
1	vuln linux kernel kvm emulate.c local information disclosure vulnerability	O PRO PRO O O VUL VUL VUL VUL
1	vuln linux kernel kvm emulate.c local information disclosure vulnerability	O PRO PRO O O VUL VUL VUL VUL
1	apache tomcat up to 9.0.0.m13 error handler information disclosure	PRO PRO O O O VUL VUL VUL VUL
1	local linux kernel 2.6.22 lt 3.9 dirty cow ptrace pokedata race condition privilege escalation	O PRO PRO VER O VER VUL VUL O O VUL VUL VUL VUL
1	high rhsa-2017 0059 red hat mobile application platform 4.2.1 security update sdks and rpms	O ID ID ORG ORG PRO PRO PRO VER O O O O O
1	threatmeter vuln sap netweaver application server java portal app component cross site scripting vulnerability	O O ORG PRO PRO PRO PRO O O O VUL VUL VUL VUL
1	vuln linux kernel kvm emulate.c local information disclosure vulnerability vulnerable linux kernel 4.4.30 li	O PRO PRO O O VUL VUL VUL VUL O PRO PRO VER O
1	threatmeter suse sled12 sles12 security update bash suse-su-2016 2872-1 shellshock	O PRO PRO PRO O O O ID ID O
1	oracle linux 6 gstreamer-plugins-bad-free elsa-2016-2974	ORG PRO VER O ID
1	scientific linux security update util-linux on sl7.x x86 64 nessus	O PRO O O O O VER VER VER O
1	threatmeter sudo on red hat linux readline handler information disclosure	O O O ORG ORG PRO O O VUL VUL
1	threatmeter red hat jboss enterprise application platform server log download lets remote users deny service	O ORG ORG PRO PRO PRO PRO O O O O VUL VUL VUL VUL
1	vmware removes hard-coded root access key from vsphere data protection	PRO O VUL VUL VUL VUL O PRO PRO PRO
1	vuln php cve-2016-7414 heap buffer overflow vulnerability vulnerable ubuntu ubuntu linux 16.04 lts ubuntu ubun	O O ID VUL VUL VUL VUL O PRO PRO PRO VER O PRO O
1	citrix xenserver multiple vulnerabilities ctx219378	PRO PRO VUL VUL O
1	linux kernel 4.7 obtain information vulnerability linux kernel 4.7 obtain information vulnerability 23 nov 2016	PRO PRO VER VUL VUL VUL PRO PRO VER VUL VUL VUL O O O
1	oracle mysql server 5.5.53 5.6.34 5.7.16 optimizer denial of service	ORG PRO PRO VER VER VER O VUL VUL VUL
1	oracle mysql server 5.5.53 5.6.34 5.7.16 dml denial of service	ORG PRO PRO VER VER VER O VUL VUL VUL
1	apache tomcat 6.0 gain privileges vulnerability apache tomcat 6.0 gain privileges vulnerability 4 jan 2017	PRO PRO VER VUL VUL VUL PRO PRO VER VUL VUL VUL O O O
1	threatmeter vuln linux kernel crypto mcryptd.c denial of service vulnerability	O O PRO PRO O O VUL VUL VUL VUL
1	vuln linux kernel kvm emulate.c local information disclosure vulnerability bugtraq	O PRO PRO O O VUL VUL VUL VUL O
1	vuln linux kernel crypto mcryptd.c denial of service vulnerability bugtraq	O PRO PRO O O VUL VUL VUL VUL O
1	docker 1.12.6 security advisory fulldisclosure	PRO VER ID ID O
1	threatmeter apache tomcat up to 9.0.0.m13 error handler information disclosure	O PRO PRO VER VER VER VUL VUL VUL VUL
1	vigilnce linux kernel denial of service via gro	O PRO PRO VUL VUL VUL O O
1	openstack mitaka-murano 2.0.0 execute code vulnerability openstack mitaka-murano 2.0.0 execute code vulnerabilit	PRO O VER VUL VUL VUL PRO O VER VUL VUL O
1	threatmeter vuln apache httpcomponents incomplete fix cve-2014-3577 ssl validation security bypass vulnerability	O O PRO O O O ID VUL VUL VUL VUL VUL
1	threatmeter vuln apache httpcomponents incomplete fix cve-2014-3577 ssl validation security bypass vulnerability	O O PRO O O O ID VUL VUL VUL VUL VUL
1	threatmeter vuln apache httpcomponents incomplete fix cve-2014-3577 ssl validation security bypass vulnerability	O O PRO O O O ID VUL VUL VUL VUL VUL
1	vuln apache httpcomponents incomplete fix cve-2014-3577 ssl validation security bypass vulnerability bugtraq	O PRO O O O ID VUL VUL VUL VUL VUL O
1	threatmeter 0daytoday sap netweaver as java p4 mspruntimeinterface information disclosure vulnerability 0day	O O ORG PRO O PRO O O VUL VUL VUL O
1	linux kernel dirty cow ptrace pokedata privilege escalation	PRO PRO VUL VUL O O VUL VUL
1	vuln linux kernel path openat function use after free memory corruption vulnerability	O PRO PRO O O O VUL VUL VUL VUL VUL VUL
1	threatmeter oracle peoplesoft hcm 9.2 cross site scripting	O ORG O O VER VUL VUL VUL
1	vuln linux kernel ack challenge information disclosure vulnerability	O PRO PRO O O VUL VUL VUL
1	more than 10 000 exposed mongodb databases deleted by ransomware groups networkworld	O O O O O PRO PRO O O O O O
1	apache tomcat 8.5.9 9.0.0.m15	PRO PRO VER O
1	centos 6 ghostscript cesa-2017 0014	PRO VER O ID ID
1	suse sled12 sles12 security update gstreamer-plugins-base suse-su-2017 0189-1 nessus	PRO PRO PRO O O O ID ID O
1	threatmeter suse sles11 security update java-1 7 0-ibm suse-su-2016 3068-1	O PRO PRO O O PRO PRO PRO ID ID
1	redhat jboss bpm suite 6.3.2 bypass a restriction or similar csrf vulnerability redhat jboss bpm suite 6.3.2 bypa	ORG PRO O O VER VUL VUL VUL VUL VUL VUL VUL ORG PRO O O VER O
1	threatmeter oracle mysql server up to 5.7.16 x plugin unknown vulnerability	O ORG PRO O VER VER VER O O VUL VUL
1	apache http server up to 2.4.24 response handler split privilege escalation	PRO PRO PRO VER VER VER O O O VUL VUL
1	threatmeter linux kernel up to 4.8.6 drivers firewire net.c buffer overflow	O PRO PRO VER VER VER O O O VUL VUL
1	erpscan-16-034 sap netweaver as java xxe vulnerability in bc-bmt-bpm-dsk component fulldisclosure	ID ORG PRO O PRO VUL VUL O O O O
1	threatmeter na cisco-sa-20161221-cco cisco cloudcenter orchestrator docker engine privilege escalation vulner	O O ID ORG O O PRO O VUL VUL O
1	vmware vsphere data protection private ssh key authentication bypass vmsa-2016-0024 nessus	PRO PRO PRO PRO O O O VUL VUL ID O
1	threatmeter vmware vsphere data protection private ssh key authentication bypass vmsa-2016-0024	O PRO PRO PRO PRO O O O VUL VUL ID
1	vuln apache httpcomponents incomplete fix cve-2014-3577 ssl validation security bypass vulnerability	O PRO O O O ID VUL VUL VUL VUL VUL
1	vuln apache httpcomponents incomplete fix cve-2014-3577 ssl validation security bypass vulnerability	O PRO O O O ID VUL VUL VUL VUL VUL
1	vuln apache httpcomponents incomplete fix cve-2014-3577 ssl validation security bypass vulnerability	O PRO O O O ID VUL VUL VUL VUL VUL
1	threatmeter vuln linux kernel sound core timer.c local information disclosure vulnerability	O O PRO PRO O O O VUL VUL VUL VUL
1	vuln linux kernel sound core timer.c local information disclosure vulnerability bugtraq	O PRO PRO O O O VUL VUL VUL VUL O
1	na dsa-3739 tomcat8 security update multiple security vulnerabilities were discovered in the tomcat servlet an	O ID PRO O O VUL VUL VUL O O O O PRO O O
1	vuln linux kernel mm memory.c local code execution vulnerability vulnerable linux kernel-rt 2.6.22 linux ker	O PRO PRO O O VUL VUL VUL VUL O PRO O VER PRO O
1	openstack compute nova 13.0.0 denial of service vulnerability openstack compute nova 13.0.0 denial of service	PRO O O VER VUL VUL VUL VUL PRO O O VER VUL VUL VUL
1	threatmeter vuln linux kernel sound core pcm lib.c local use after free memory corruption vulnerability	O O PRO PRO O O O O VUL VUL VUL VUL VUL VUL VUL
1	linux kernel up to 4.8.6 security keys big key.c denial of service	PRO PRO VER VER VER O O O O VUL VUL VUL
1	scientific linux security update tomcat on sl7.x noarch	O PRO O O PRO O VER O
1	threatmeter vigilnce linux kernel privilege escalation via copy on write dirty cow	O O PRO PRO VUL VUL O O O O VUL VUL
1	na cisco-sa-20161221-cco cisco cloudcenter orchestrator docker engine privilege escalation vulnerability a vul	O ID ORG O O PRO O VUL VUL VUL O O
