relevant	tweet	tags
1	threatmeter debian dla-736-1 gst-plugins-bad0.10 security update	O PRO ID O O O
1	threatmeter debian dla-743-1 firefox-esr security update	O PRO ID O O O
1	threatmeter debian dla-735-1 gst-plugins-base0.10 security update	O PRO ID O O O
1	threatmeter debian dla-766-1 libcrypto security update	O PRO ID O O O
1	threatmeter debian dsa-3725-1 icu security update	O PRO ID O O O
1	threatmeter opensuse security update perl-dbd-mysql opensuse-2017-130	O PRO O O O ID
1	debian dla-755-1 dcmtk security update nessus	PRO ID O O O PRO
1	debian dla-747-1 libupnp security update nessus	PRO ID O O O PRO
1	debian dla-795-1 tiff security update nessus	PRO ID O O O PRO
1	opensuse security update libxfixes opensuse-2016-1429 nessus	PRO O O O ID PRO
1	opensuse security update roundcubemail opensuse-2016-1419 nessus	PRO O O O ID PRO
1	debian dsa-3772-1 libxpm security update nessus	PRO ID O O O PRO
1	debian dsa-3726-1 imagemagick security update nessus	PRO ID O O O PRO
1	opensuse security update libgit2 opensuse-2016-1450 nessus	PRO O O O ID PRO
1	opensuse security update python-twisted opensuse-2016-1482 nessus	PRO O O O ID PRO
1	opensuse security update irssi opensuse-2017-67 nessus	PRO O O O ID PRO
1	opensuse security update icoutils opensuse-2017-104 nessus	PRO O O O ID PRO
1	opensuse security update xtrabackup opensuse-2017-132 nessus	PRO O O O ID PRO
1	gentoo linux security advisory 201701-49 advisory	PRO PRO ID ID ID O
1	gentoo linux security advisory 201611-21 advisory	PRO PRO ID ID ID O
1	red hat security advisory 2016-2847-01 packetstorm	ORG ORG ID ID ID O
1	red hat security advisory 2016-2957-01 packetstorm	ORG ORG ID ID ID O
1	red hat security advisory 2017-0001-01 packetstorm	ORG ORG ID ID ID O
1	red hat security advisory 2017-0014-01 packetstorm	ORG ORG ID ID ID O
1	red hat security advisory 2017-0025-01 packetstorm	ORG ORG ID ID ID O
1	red hat security advisory 2016-2850-01 packetstorm	ORG ORG ID ID ID O
1	red hat security advisory 2017-0177-01 packetstorm	ORG ORG ID ID ID O
1	fedora 25 qpid-java 2017-7b181f9c98 nessus	PRO VER O O PRO
1	ngo website script sql injection	O O VUL VUL VUL
1	linux kernel 2.6.32-642 3.16.0-4 inode integer overflow poc cxsecurity	PRO PRO VER VER O VUL VUL O O
1	threatmeter cve-2016-8630 the x86 decode insn function in arch x86 kvm emulate.c in the linux kernel before 4.8.7	O ID O VER O O O O O VER O O O O PRO PRO O VER
1	cve-2016-8630 the x86 decode insn function in arch x86 kvm emulate.c in the linux kernel before 4.8.7 when kvm is	ID O VER O O O O O VER O O O O PRO PRO O VER O O O
1	vuln linux kernel arch x86 kvm vmx.c denial of service vulnerability bugtraq	O PRO PRO O VER O O VUL VUL VUL VUL O
1	vuln linux kernel arch x86 kvm vmx.c denial of service vulnerability bugtraq	O PRO PRO O VER O O VUL VUL VUL VUL O
1	threatmeter na cve-2016-9588 arch x86 kvm vmx.c in the linux kernel through	O O ID O VER O O O O PRO PRO O
1	linux kernel 4.4.0 ubuntu 14.04 16.04 x86-64 af packet race condition privilege escalation cxsecurity	PRO PRO VER PRO VER VER VER O O VUL VUL VUL VUL O
1	threatmeter linux kernel 4.4.0 ubuntu 14.04 16.04 x86-64 af packet race condition privilege escalation	O PRO PRO VER PRO VER VER VER O O VUL VUL VUL VUL
1	cve-2015-1328 the overlayfs implementation in the linux aka linux kernel package before 3.19.0-21.21 in ubuntu t	ID O O O O O PRO O PRO PRO O O VER O PRO O
1	cve-2016-3044 the linux kernel component in ibm powerkvm 2.1 before 2.1.1.3-65.10 and 3.1 before 3.1.0.2 allows gu	ID O PRO PRO O O ORG O VER O VER O VER O VER O O
1	threatmeter linux kernel up to 4.9 bp of exception handler arch x86 kvm vmx.c denial of service	O PRO PRO VER VER VER O O O O O VER O O VUL VUL VUL
1	cve-2017-2584 arch x86 kvm emulate.c in the linux kernel through 4.9.3 allows local users to obtain sensitive info	ID O VER O O O O PRO PRO VER VER VUL VUL VUL VUL VUL VUL VUL
1	centos 6 7 expat cesa-2016 2824	PRO VER VER O ID ID
1	rhel 6 7 expat rhsa-2016 2824 nessus	PRO VER VER O ID ID PRO
1	oracle linux 6 7 expat elsa-2016-2824 nessus	ORG PRO VER VER O ID PRO
1	threatmeter oracle linux 6 7 java-1.8.0-openjdk elsa-2017-0180	O ORG PRO VER VER PRO ID
1	rhel 6 7 java-1.8.0-oracle rhsa-2017 0175 nessus	PRO VER VER PRO ID ID PRO
1	rhel 6 7 java-1.8.0-openjdk rhsa-2017 0180 nessus	PRO VER VER PRO ID ID PRO
1	rhel 5 6 7 thunderbird rhsa-2016 2973 nessus	PRO VER VER VER O ID ID PRO
1	centos 5 6 7 thunderbird cesa-2016 2825 nessus	PRO VER VER VER O ID ID PRO
1	threatmeter oracle linux 5 6 7 firefox elsa-2016-2843	O ORG PRO VER VER VER PRO ID
1	oracle linux 5 6 7 java-1.6.0-openjdk elsa-2017-0061 nessus	ORG PRO VER VER VER PRO ID PRO
1	oracle linux 6 7 unbreakable enterprise kernel elsa-2016-3651	ORG PRO VER VER O PRO PRO ID
1	threatmeter oracle linux 6 7 unbreakable enterprise kernel elsa-2017-3509	O ORG PRO VER VER O PRO PRO ID
1	centos 6 ghostscript cesa-2017 0014	PRO VER O ID ID
1	oracle linux 6 gstreamer-plugins-bad-free elsa-2016-2974	ORG PRO VER O ID
1	rhel 6 chromium-browser rhsa-2016 2919	PRO VER PRO ID ID
1	oracle linux 6 mysql elsa-2017-0184	ORG PRO VER PRO ID
1	threatmeter centos 6 ghostscript cesa-2017 0014	O PRO VER O ID ID
1	rhel 6 gstreamer-plugins-good rhsa-2016 2975 nessus	PRO VER O ID ID PRO
1	rhel 6 flash-plugin rhsa-2016 2947 nessus	PRO VER O ID ID PRO
1	threatmeter rhel 6 chromium-browser rhsa-2016 2919	O PRO VER PRO ID ID
1	oracle linux 6 memcached elsa-2016-2820 nessus	ORG PRO VER O ID PRO
1	threatmeter oracle linux 6 kernel elsa-2017-0036	O ORG PRO VER PRO ID
1	rhel 6 chromium-browser rhsa-2016 2919 nessus	PRO VER PRO ID ID PRO
1	threatmeter rhba-2016 2979-1 red hat enterprise linux openstack platform 6 bug fix and enhancement advisory	O ID ID ORG ORG PRO PRO PRO PRO VER O O O O O
1	vuln debian cve-2016-1253 remote command injection vulnerability	O PRO ID O VUL VUL VUL
1	oracle mysql 5.5.50 remote code execution vulnerability oracle mysql 5.5.50 remote code execution vulnerability	ORG PRO VER VUL VUL VUL VUL ORG PRO VER VUL VUL VUL VUL
1	threatmeter vuln debian cve-2016-1253 remote command injection vulnerability	O O PRO ID O VUL VUL VUL
1	vuln mongodb cve-2016-3104 remote denial of service vulnerability	O PRO ID VUL VUL VUL VUL VUL
1	vuln linux kernel cve-2017-5577 remote buffer overflow vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln oracle mysql cve-2016-6662 remote code execution vulnerability	O ORG PRO ID VUL VUL VUL VUL
1	vuln oracle mysql cve-2016-6662 remote code execution vulnerability	O ORG PRO ID VUL VUL VUL VUL
1	vuln oracle mysql cve-2016-6662 remote code execution vulnerability	O ORG PRO ID VUL VUL VUL VUL
1	vuln oracle mysql cve-2016-6662 remote code execution vulnerability	O ORG PRO ID VUL VUL VUL VUL
1	vuln apache struts cve-2016-0785 remote code execution vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln apache struts cve-2016-1181 remote code execution vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	threatmeter vuln mongodb cve-2016-3104 remote denial of service vulnerability	O O PRO ID VUL VUL VUL VUL VUL
1	vuln linux kernel cve-2017-5577 remote buffer overflow vulnerability bugtraq	O PRO PRO ID VUL VUL VUL VUL O
1	threatmeter vuln oracle mysql cve-2016-6662 remote code execution vulnerability	O O ORG PRO ID VUL VUL VUL VUL
1	vuln linux kernel multiple remote denial of service vulnerability	O PRO PRO VUL VUL VUL VUL VUL VUL
1	vuln linux kernel multiple remote denial of service vulnerability	O PRO PRO VUL VUL VUL VUL VUL VUL
1	vuln linux kernel multiple remote denial of service vulnerability	O PRO PRO VUL VUL VUL VUL VUL VUL
1	vuln linux kernel multiple remote denial of service vulnerability	O PRO PRO VUL VUL VUL VUL VUL VUL
1	vuln linux kernel multiple remote denial of service vulnerability	O PRO PRO VUL VUL VUL VUL VUL VUL
1	vuln linux kernel cve-2016-7117 use-after-free remote code execution vulnerability	O PRO PRO ID VUL VUL VUL VUL VUL
1	vuln linux kernel cve-2016-7117 use-after-free remote code execution vulnerability	O PRO PRO ID VUL VUL VUL VUL VUL
1	vuln linux kernel cve-2016-7117 use-after-free remote code execution vulnerability	O PRO PRO ID VUL VUL VUL VUL VUL
1	vuln linux kernel cve-2016-7117 use-after-free remote code execution vulnerability	O PRO PRO ID VUL VUL VUL VUL VUL
1	luis bernardo sql injection vulnerability	O O VUL VUL VUL
1	medium usn-3159-1 linux kernel vulnerability	O ID PRO PRO O
1	apache zookeeper 3.4.8 overflow vulnerability	PRO PRO VER VUL VUL
1	explore it sql injection vulnerability cxsecurity	O O VUL VUL VUL O
1	mongodb obtain information vulnerability mongodb obtain information vulnerability 28 dec 2016 summary	PRO VUL VUL VUL PRO VUL VUL VUL O O O O
1	ubuntu 12.04 lts linux vulnerability usn-3144-1	PRO VER O PRO O ID
1	ubuntu 14.04 lts linux vulnerability usn-3149-1	PRO VER O PRO O ID
1	ubuntu 12.04 lts linux vulnerability usn-3150-1	PRO VER O PRO O ID
1	cve-2017-5179 cross-site scripting xss vulnerability in tenable nessus before 6.9.3 allows remote authenticated	ID VUL VUL VUL VUL O ORG PRO O VER O O O
1	linux gafgyt.b tr exploits netcore vulnerability fortinet	PRO O O O O O O
1	threatmeter ubuntu 12.04 lts linux vulnerability usn-3144-1	O PRO VER O PRO O ID
1	vuln nessus cve-2016-9260 html injection vulnerability bugtraq	O PRO ID VUL VUL VUL O
1	vuln php cve-2016-7131 null pointer dereference remote denial of service vulnerability vulnerable ubuntu ubunt	O PRO ID VUL VUL VUL VUL VUL VUL VUL VUL O PRO O
1	threatmeter chatnow 1.1 sql injection web vulnerability	O PRO VER VUL VUL VUL VUL
1	threatmeter linux kernel 4.6.6 obtain information vulnerability	O PRO PRO VER VUL VUL VUL
1	vuln linux kernel cve-2017-2583 privilege escalation vulnerability	O PRO PRO ID VUL VUL VUL
1	linux kernel 4.7 obtain information vulnerability linux kernel 4.7 obtain information vulnerability 23 nov 2016	PRO PRO VER VUL VUL VUL PRO PRO VER VUL VUL VUL O O O
1	vuln linux kernel ack challenge information disclosure vulnerability	O PRO PRO O O VUL VUL VUL
1	threatmeter ubuntu 16.04 lts 16.10 python-cryptography vulnerability usn-3138-1	O PRO VER O VER PRO O ID
1	vuln util-linux cve-2016-5011 local denial of service vulnerability	O O ID VUL VUL VUL VUL VUL
1	threatmeter vuln linux kernel cve-2017-2583 privilege escalation vulnerability	O O PRO PRO ID VUL VUL VUL
1	remote code execution rce attacks on apache struts	VUL VUL VUL VUL VUL O PRO PRO
1	vuln linux kernel cve-2016-1583 stack-based buffer overflow vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln linux kernel cve-2016-5195 local privilege escalation vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln linux kernel cve-2016-5195 local privilege escalation vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln linux kernel cve-2016-5195 local privilege escalation vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln linux kernel cve-2016-5195 local privilege escalation vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln linux kernel cve-2016-5195 local privilege escalation vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln linux kernel cve-2016-5195 local privilege escalation vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	threatmeter linux kernel 4.7 denial of service vulnerability	O PRO PRO VER VUL VUL VUL VUL
1	threatmeter linux kernel 4.5.7 denial of service vulnerability	O PRO PRO VER VUL VUL VUL VUL
1	vuln linux kernel cve-2016-6480 local information disclosure vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln linux kernel cve-2016-6136 local information disclosure vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln linux kernel cve-2015-5307 denial of service vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln linux kernel cve-2015-8104 denial of service vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln linux kernel cve-2015-5307 denial of service vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln linux kernel cve-2015-5307 denial of service vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	vuln linux kernel cve-2016-10150 denial of service vulnerability	O PRO PRO ID VUL VUL VUL VUL
1	remote code execution bug found in ubuntu quantal threatpost	VUL VUL VUL O O O PRO O O
1	ubuntu 14.04 lts 16.04 lts 16.10 apt vulnerability usn-3156-1	PRO VER O VER O VER O O ID
1	vuln linux kernel ip tunnel.c local integer overflow vulnerability	O PRO PRO O O VUL VUL VUL VUL
1	vuln linux kernel ip tunnel.c local integer overflow vulnerability	O PRO PRO O O VUL VUL VUL VUL
1	vuln linux kernel ip tunnel.c local integer overflow vulnerability	O PRO PRO O O VUL VUL VUL VUL
1	vuln linux kernel vfio driver cve-2016-9084 integer overflow vulnerability	O PRO PRO O O ID VUL VUL VUL
1	vuln linux kernel mm memory.c local code execution vulnerability	O PRO PRO O O VUL VUL VUL VUL
1	vuln linux kernel kvm emulate.c local information disclosure vulnerability	O PRO PRO O O VUL VUL VUL VUL
1	vuln linux kernel kvm emulate.c local information disclosure vulnerability	O PRO PRO O O VUL VUL VUL VUL
1	vuln util-linux cve-2016-5011 local denial of service vulnerability bugtraq	O O ID VUL VUL VUL VUL VUL O
1	remote code execution rce attacks on apache struts imperva	VUL VUL VUL VUL VUL O PRO PRO O
1	vuln linux kernel lapic.c local denial of service vulnerability	O PRO PRO O VUL VUL VUL VUL VUL
1	vuln linux kernel lapic.c local denial of service vulnerability	O PRO PRO O VUL VUL VUL VUL VUL
1	threatmeter vuln linux kernel cve-2016-1583 stack-based buffer overflow vulnerability	O O PRO PRO ID VUL VUL VUL VUL
1	threatmeter vuln linux kernel out-of-bounds read information disclosure vulnerability	O O PRO PRO VUL VUL VUL VUL VUL
1	vuln linux kernel cve-2016-9644 local privilege escalation vulnerability bugtraq	O PRO PRO ID VUL VUL VUL VUL O
1	threatmeter vuln linux kernel cve-2015-8967 local privilege escalation vulnerability	O O PRO PRO ID VUL VUL VUL VUL
1	threatmeter vuln linux kernel cve-2016-5195 local privilege escalation vulnerability	O O PRO PRO ID VUL VUL VUL VUL
1	vuln apache struts cve-2016-8738 denial of service vulnerability bugtraq	O PRO PRO ID VUL VUL VUL VUL O
1	threatmeter vuln linux kernel cve-2016-6136 local information disclosure vulnerability	O O PRO PRO ID VUL VUL VUL VUL
