relevant	tweet	tags
1	vuln sap erp defence forces and public security remote authorization bypass vulnerability sap erp defence forces	O ORG PRO PRO O O O O VUL VUL VUL VUL ORG PRO PRO O
1	ms17-003 security update for adobe flash player 3214628	ID O O O ORG PRO PRO ID
1	threatmeter how to provide better windows 10 security	O O O O O PRO VER O
1	threatmeter mcafee enterprise security manager privilege escalation cve-2016-8006	O ORG PRO O PRO VUL VUL ID
1	threatmeter ms16-149 security update for microsoft windows 3205655	O ID O O O ORG PRO ID
1	security alert vulnerabilities in adobe flash player apsb17-02	O O O O ORG PRO PRO ID
1	critical flaw in pricewaterhousecoopers sap security tool but pwc tries downplay it securityaffairs pwc sap ha	O O O O ORG PRO PRO O O O O O O O ORG O
1	critical flaw in pricewaterhousecoopers sap security tool but pwc tries downplay it securityaffairs pwc sap ha	O O O O ORG PRO PRO O O O O O O O ORG O
1	rt reverse4you org shadowbrokers windows hacking tool leak	O O O O PRO O O O
1	vuln oracle java se cve-2014-6493 remote security vulnerability vulnerable suse suse manager for sle 11 sp2 1	O ORG PRO PRO ID O O O O PRO PRO PRO O VER VER VER O
1	windows common log file system driver bug lets local users bypass security restrictions on the target system	PRO O O O O O O O VUL VUL VUL VUL VUL O O O O
1	rt securityaffairs researchers hack whatsapp accounts through ss7 protocol	O O O O O O O O O
1	vuln adobe flash player cve-2016-7890 unspecified security bypass vulnerability	O ORG PRO PRO ID VUL VUL VUL VUL
1	vuln adobe flash player cve-2016-7890 unspecified security bypass vulnerability	O ORG PRO PRO ID VUL VUL VUL VUL
1	threatmeter ms17-003 security update for adobe flash player 3214628	O ID O O O ORG PRO PRO ID
1	na ms17-003 security update for adobe flash player 3214628	O ID O O O ORG PRO PRO ID
1	ms16-154 security update for adobe flash player 3209498 nessus	ID O O O ORG PRO PRO ID PRO
1	security alert a16-12-03 multiple vulnerabilities in adobe flash player	O O ID VUL VUL O ORG PRO PRO
1	threatmeter ms16-151 security update for windows kernel-mode drivers 3205651	O ID O O O PRO PRO PRO ID
1	threatmeter fatal flaw found in pricewaterhousecoopers sap security software	O O O O O O ORG PRO PRO
1	threatmeter fatal flaw found in pricewaterhousecoopers sap security software	O O O O O O ORG PRO PRO
1	threatmeter medium cve-2016-7264 microsoft excel 2007 sp3 office compatibility	O O ID ORG PRO VER VER PRO O
1	happy patchtuesday microsoft patches flaws in windows office edge	O O ORG O O O PRO PRO PRO
1	threatmeter ransomware down iot threats up in 2017 predicts mcafee	O O O O O O O O O ORG
1	threatmeter vuln adobe flash player cve-2016-7890 unspecified security bypass vulnerability	O O ORG PRO PRO ID VUL VUL VUL VUL
1	vuln adobe flash player cve-2016-7890 unspecified security bypass vulnerability bugtraq	O ORG PRO PRO ID VUL VUL VUL VUL O
1	vuln sap mobile defense amp security remote authorization bypass vulnerability	O ORG PRO PRO PRO O VUL VUL VUL VUL
1	vuln sap mobile defense amp security remote authorization bypass vulnerability	O ORG PRO PRO PRO O VUL VUL VUL VUL
1	vuln microsoft internet explorer and edge cve-2016-7281 security bypass vulnerability	O ORG PRO PRO O PRO ID VUL VUL VUL
1	vuln microsoft internet explorer and edge cve-2016-7281 security bypass vulnerability	O ORG PRO PRO O PRO ID VUL VUL VUL
1	security flaw in mcafee enterprise software gives attackers root access	O O O ORG PRO PRO VUL VUL VUL VUL
1	talktalk and post office routers downed in mirai botnet attack	O O O O O O O VUL VUL VUL
1	rt securityaffairs raspberry pi as physical backdoor to office networks	O O PRO PRO O VUL VUL O O O
1	cve-2016-7264 excel excel for mac excel viewer office compatibility pack	ID PRO PRO O PRO PRO PRO PRO PRO PRO
1	threatmeter talk talk and post office routers hit by cyber-attack	O O O O O O O O O O
1	windows 10 still needs emet exploit protection us cert tells microsoft	PRO VER O O O O O O O O ORG
1	threatmeter oracle java se 6u131 7u121 8u112 2d unknown vulnerability cve-2017-3253	O ORG PRO PRO VER VER VER O VUL VUL ID
1	rt zerosteiner making raw x86 and x86-64 windows syscalls from python	O O O O VER O VER PRO O O O
1	facebook malware allegedly spreading celebrity sex tapes through chrome extension update	O O O O O O O O PRO O O
1	vuln microsoft internet explorer and edge cve-2016-7281 security bypass vulnerability bugtraq	O ORG PRO PRO O PRO ID VUL VUL VUL O
1	security alert critical patch update for oracle java se january 2017	O O O O O O ORG PRO PRO O O
1	talktalk and post office customers lose internet access as routers hijacked	O O O O O O O O O O O
1	threatmeter microsoft windows limited bypass of traverse permissions in kernel object manager	O ORG PRO VUL VUL VUL VUL VUL O PRO O PRO
1	critical glsa-201701-17 adobe flash player multiple vulnerabilities synopsis multiple vulnerabilities have be	O ID ORG PRO PRO VUL VUL O VUL VUL O O
1	threatmeter 0daytoday chromebackdoor graniet v3.0 web panel multi vulnerability webapps exploits vulnerabili	O O O O VER O O O O O O O
1	cerber ransomware doesn t delete shadow volume copies anymore prioritizes office docs	VUL VUL O O O O O O O O PRO O
1	google microsoft tencent point out latest code execution bugs to hit adobe flash	ORG ORG O O O O VUL VUL VUL O O ORG PRO
1	threatmeter windows 10 anniversary update blocks zero-day exploits before patches are even deployed	O PRO VER O O O O O O O O O O
1	security alert a17-01-02 multiple vulnerabilities in adobe flash player and adobe reader acrobat	O O ID VUL VUL O ORG PRO PRO O ORG PRO PRO
1	security alert a17-01-04 multiple vulnerabilities in oracle java and oracle products january 2017	O O ID VUL VUL O ORG PRO O ORG O O O
1	rt artem i baranov windows exploitation in 2016 is out pdf windows security	O O O O PRO O O O O O O PRO O
1	threatmeter microsoft office multiple flaws let remote users bypass security obtain potentially sensitive inform	O ORG PRO O O O VUL VUL VUL VUL VUL VUL VUL VUL
1	threatmeter smartbear announces testcomplete 12.2 red hat openshift container platform 3.4 and android security	O O O O VER ORG ORG PRO PRO PRO VER O PRO O
1	mcafee virusscan enterprise for linux security flaws gives attackers root access	ORG PRO PRO O PRO O O VUL VUL VUL VUL
1	rt odisseus how to obtain a windows10 privilege escalation with elevatekit using powershell and reflective dll exploits.	O O O O O O PRO VUL VUL O O O PRO O VUL VUL VUL
1	vulnerabilities in mcafee enterprise system gives hacker root access	O O ORG PRO PRO O O VUL VUL
1	dual dhcp dns server 7.29 on windows buffer overflow	O O PRO PRO VER O PRO VUL VUL
1	flaws fixed in sap s police and military software	O O O ORG O O O O PRO
1	high rhsa-2017 0059 red hat mobile application platform 4.2.1 security update sdks and rpms	O ID ID ORG ORG PRO O PRO VER O O O O O
1	na rhsa-2017 0001 ipa security update problem description an update for ipa is now available for red hat ente	O ID ID O O O O O O O O O O O O O ORG ORG O
1	rt kakroo cert tells microsoft to keep emet alive because it s better than win 10 s own security	O O O O ORG O O O O O O O O O PRO PRO O O O
1	threatmeter adobe flash player multiple bugs let remote users bypass security restrictions and execute arbitrary	O ORG PRO PRO O O O VUL VUL VUL VUL VUL VUL VUL VUL
1	malware anti-reversing trick pwc ace makes sap vulnerable podcast security	O O O O O O ORG O O O
1	cve-2016-7279 microsoft internet explorer 9 through 11 and microsoft edge allow remote attackers to execute arbitr	ID ORG PRO PRO VER VER VER O ORG PRO O VUL VUL VUL VUL VUL
1	microsoft issues critical patch security updates for windows office and more	ORG O O O O O O PRO PRO O O
1	ms15-094 critical cumulative security update for internet explorer 3089548 version 1.1	ID O O O O O PRO PRO ID O VER
1	ms15-094 critical cumulative security update for internet explorer 3089548 version 1.1	ID O O O O O PRO PRO ID O VER
1	ms16-144 critical cumulative security update for internet explorer 3204059 version 1.0	ID O O O O O PRO PRO ID O VER
1	ms16-144 critical cumulative security update for internet explorer 3204059 version 1.0	ID O O O O O PRO PRO ID O VER
1	vuln mcafee application control and endpoint security cve-2016-8010 local security bypass vulnerability bugtraq	O ORG O O O O O ID VUL VUL VUL VUL O
1	ms16-144 cumulative security update for internet explorer 3204059	ID O O O O PRO PRO ID
1	apsb16-39 security updates available for adobe flash player	ID O O O O ORG PRO PRO
1	attackers use office s ole to distribute keylogger	O O O O O O O O
1	threatmeter bugtraq esnc-2041217 critical security vulnerability in pwc ace software for sap security	O O ID O O O O O O PRO O ORG O
1	vuln mcafee application control and endpoint security cve-2016-8010 local security bypass vulnerability bugtraq	O ORG O O O O O ID VUL VUL VUL VUL O
1	office 365 business users targeted in punycode-based phishing	PRO VER O O O O VUL VUL
1	office 365 business users targeted in punycode-based phishing	PRO VER O O O O VUL VUL
1	office 365 business users targeted in punycode-based phishing	PRO VER O O O O VUL VUL
1	office 365 vulnerability identified bogus email as valid	PRO VER O O O O O O
1	na cve-2016-7276 microsoft office 2007 sp3 office 2010 sp2 microsoft office 2007 sp3 office 2010 sp2 of	O ID ORG PRO VER VER PRO VER VER ORG PRO VER VER PRO VER VER O
1	na cve-2016-7290 microsoft word 2007 sp3 office 2010 sp2 word microsoft word 2007 sp3 office 2010 sp2 w	O ID ORG PRO VER VER PRO VER VER PRO ORG PRO VER VER PRO VER VER O
1	phishing campaign on office 365 business users leverages punycode	VUL VUL O PRO VER O O O O
1	corporate office 365 users hit with clever phishing attack helpnetsecurity	O PRO VER O O O O VUL VUL O
1	threatmeter microsoft adds new features to office 365 advanced threat protection	O ORG O O O O PRO VER O O O
1	phishing campaign on office 365 business users leverages punycode securityaffairs phishing office365	VUL VUL O PRO VER O O O O O O PRO
1	avanan discovers new cyberattack targeting online shoppers for workplace office 365 credentials	O O O O O O O O O PRO VER O
1	hackers reportedly use punycode to bypass office 365 phishing filters microsoft denies story	O O O O O O PRO VER O O ORG O O
1	hackers reportedly use punycode to bypass office 365 phishing filters microsoft denies story	O O O O O O PRO VER O O ORG O O
1	certpa cert tim phishing campaign on office 365 business users leverages punycode securityaffairs	O O O VUL VUL O PRO VER O O O O O
1	threatmeter avanan discovers new cyberattack targeting online shoppers for workplace office 365 credentials	O O O O O O O O O O PRO VER O
1	rt cujounited phishing campaign on office 365 business users leverages punycode via securityaffairs iot innova	O O VUL VUL O PRO VER O O O O O O O O
1	rt tripwireinc phishing attack uses punycode to try to steal office 365 credentials via dmbisson infosec secur	O O VUL VUL O O O O O O PRO VER O O O O O
1	rt hakin9 phishing attack uses punycode to try to steal office 365 credentials tripwireinc infosec hacking pe	O O VUL VUL O O O O O O PRO VER O O O O O
1	cloud security company discovers new cyberattack targeting office 365 business email users	O O O O O O O PRO VER O O O
1	high ms16-144 cumulative security update for internet explorer 3204059 severity rating criticalrevision not	O ID O O O O PRO PRO ID O O O O
1	10 essential powershell security scripts for windows administrators networkworld	O O PRO O O O PRO O O
1	samri10 windows 10 hardening tool for thwarting network recon	O PRO VER O O O O O O
1	threatmeter iot powered ddos attacks and scada incidents will make top security headlines in 2017 bitdefender	O O O O O O PRO O O O O O O O O O
1	na ms16-152 security update for windows kernel 3199709 severity rating importantrevision note v1.0 decemb	O ID O O O PRO PRO ID O O O O O O
1	bugtraq google chrome accessibility blink node corruption details throughout november i plan to release detail	O ORG PRO O O VUL VUL O O O O O O O O
1	na ms16-150 security update for secure kernel mode 3205642 severity rating importantrevision note v1.0 de	O ID O O O O O O ID O O O O O O
1	microsoft cites security in announcing halt to windows 7 support	ORG O O O O O O PRO VER O
1	microsoft experts launch anti-recon tool for windows 10 server 2016	ORG O O O O O PRO VER PRO VER
1	what s ahead for scada ics cyber security in 2017	O O O O PRO O O O O O
1	samri10 windows 10 hardening tool for thwarting network recon helpnetsecurity	O PRO VER O O O O O O O
1	softmaker office 201x privilege escalation	O O VER VUL VUL
1	adobe sneaks a google chrome extension in latest security update to collect data	ORG O O ORG PRO O O O O O O O O
1	0daytoday microsoft internet explorer 8 mshtml amp 039 ptls5 ls find span visual boundar 0day exploit	O ORG PRO PRO VER O PRO VER O O O O O O O O
1	microsoft windows up to 2016 win32k privilege escalation	ORG PRO VER VER VER O VUL VUL
1	threatmeter the best security features in windows 7	O O O O O O PRO VER
1	threatmeter flaw in pwc security tool exposes sap systems to attacks	O O O O O O O ORG O O O
1	threatmeter adobe sneaks a google chrome extension in latest security update to collect data	O ORG O O ORG PRO O O O O O O O O
1	threatmeter 0daytoday microsoft internet explorer 8 mshtml amp 039 ptls5 ls find span visual boundar 0day e	O O ORG PRO PRO VER O PRO VER O O O O O O O O
1	talktalk and post office routers hit by cyber-attack latest world news headlines today infosec ddos	O O O O O O O O O O O O O O O
1	microsoft windows up to 2016 crypto driver information disclosure	ORG PRO VER VER VER O O VUL VUL
1	fortinet security researcher discovers two critical vulnerabilities in adobe flash player fortinet	O O O O O O O O ORG PRO PRO O
1	threatmeter microsoft says windows 10 anniversary update doesn t need security patches	O ORG O PRO VER O O O O O O O
1	threatmeter mcafee releases security bulletin for virus scan enterprise	O ORG O O O O PRO PRO PRO
1	threatmeter adobe is force-feeding chrome plug-in with security fixes	O ORG O O PRO O O O O
1	google releases security updates for chrome	ORG O O O O PRO
1	google releases security updates for chrome	ORG O O O O PRO
1	cert disputes microsoft on windows 10 security without emet	O O ORG O PRO VER O O O
1	rt swwwolf new article some facts about malicious code and the windows integrity mechanism by securelist	O O O O O O O VUL VUL O O PRO O O O O
1	high rhsa-2017 0059 red hat mobile application platform 4.2.1 security update sdks and rpms problem descript	O ID ID ORG ORG PRO O PRO VER O O O O O O O
1	vuln retired microsoft internet explorer xss filter security bypass vulnerability	O O ORG PRO PRO VUL VUL VUL VUL VUL
1	threatmeter pwc ace software for sap security 8.10.304 abap injection	O O O PRO O ORG O VER VUL VUL
1	threatmeter pwc ace software for sap security 8.10.304 privilege escalation	O O O PRO O ORG O VER VUL VUL
1	security readings project zero chrome os exploit one byte overflow and syml see more	O O O O PRO O O VUL VUL VUL O O O O
1	threatmeter google releases security updates for chrome	O ORG O O O O PRO
1	threatmeter users criticise adobe for bundling chrome plug-in with security patches	O O O ORG O O PRO O O O O
1	cve-2017-0004 the local security authority subsystem service lsass in microsoft windows vista sp2 windows serve	ID O O O O O O O O ORG PRO PRO VER PRO O
1	cve-2017-0004 the local security authority subsystem service lsass in microsoft windows vista sp2 windows serve	ID O O O O O O O O ORG PRO PRO VER PRO O
1	bugtraq esnc-2041217 critical security vulnerability in pwc ace software for sap security	O ID O O O O O O PRO O ORG O
1	bugtraq esnc-2041217 critical security vulnerability in pwc ace software for sap security	O ID O O O O O O PRO O ORG O
1	bugtraq esnc-2041217 critical security vulnerability in pwc ace software for sap security	O ID O O O O O O PRO O ORG O
1	threatmeter microsoft windows authorization manager msxml3.dll information disclosure	O ORG PRO O PRO O VUL VUL
1	threatmeter google chrome up to 56 blink content security policy privilege escalation	O ORG PRO VER VER VER O O O O VUL VUL
1	adobe angers chrome users by bundling browser plugin with security update hitb	ORG O PRO O O O O O O O O O
1	opensuse security update flash-player opensuse-2016-1484	PRO O O PRO ID
1	vuln google chrome multiple security vulnerabilities	O ORG PRO O O O
1	medium rhsa-2017 0180 java-1.8.0-openjdk security update	O ID ID PRO O O
1	rhsa-2016 2947-1 critical flash-plugin security update	ID ID O O O O
1	vuln google chrome multiple security vulnerabilities google chrome multiple security vulnerabilities bugtraq id	O ORG PRO O O O ORG PRO O O O O O
1	vuln mcafee virusscan enterprise multiple security vulnerabilities	O ORG PRO PRO O O O
1	opensuse security update java-1 8 0-openjdk opensuse-2016-1380	PRO O O PRO PRO PRO ID
1	threatmeter rhsa-2017 0061-1 important java-1.6.0-openjdk security update	O ID ID O PRO O O
1	threatmeter rhsa-2016 2947-1 critical flash-plugin security update	O ID ID O O O O
1	threatmeter rhsa-2017 0057-1 critical flash-plugin security update	O ID ID O O O O
1	threatmeter oracle issues emergency java security patch	O ORG O O PRO O O
1	vuln mcafee virusscan enterprise multiple security vulnerabilities bugtraq	O ORG PRO PRO O O O O
1	opensuse security update java-1 7 0-openjdk opensuse-2016-1357 nessus	PRO O O PRO PRO PRO ID PRO
1	vuln oracle java se cve-2016-5554 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5554 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5597 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5597 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5556 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5573 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5597 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5556 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5542 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5597 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5556 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5573 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5542 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5542 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5573 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5554 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5573 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2014-6513 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2014-6456 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2014-6519 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2014-6504 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5597 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2017-3289 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5542 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5556 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5556 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5582 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5542 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2017-3272 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5542 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5582 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5542 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5554 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5573 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5582 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5597 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5573 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5582 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5597 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2014-6476 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5597 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5556 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5597 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2016-5573 remote security vulnerability	O ORG PRO PRO ID O O O
1	vuln oracle java se cve-2014-6493 remote security vulnerability	O ORG PRO PRO ID O O O
